Handle,Title,Type,Tags,Option1 Name,Option1 Value
cushionaire-lane-cork-footbed-womens-sandals-comfortable-double-buckle-slip-on-sandals-for-women-with-arch-support-and-classic-two-strap-design,CUSHIONAIRE Lane Cork Footbed Womens Sandals Comfortable Double Buckle Slip On Sandals for Women with Arch Support and Classic Two Strap Design,Shoes,shoes,Title,Default Title
cushionaire-siesta-modern-lattice-ballet-flats-for-women-comfortable-slip-on-pointed-toe-womens-jelly-shoes,"CUSHIONAIRE Siesta Modern Lattice Ballet Flats for Women, Comfortable Slip On Pointed Toe Womens Jelly Shoes",Shoes,shoes,Title,Default Title
cushionaire-pool-slides-for-women-water-resistant-double-buckle-adjustable-slip-on-womens-sandals-for-beach-shower-casual-wear,CUSHIONAIRE Pool Slides for Women Water Resistant Double Buckle Adjustable Slip-On Womens Sandals for Beach Shower Casual Wear,Shoes,shoes,Title,Default Title
water-shoes-mens-women-barefoot-shoes-quick-dry-aqua-outdoor-sports-for-swim-pool-beach-surf-walk-water-yoga-river-lake-hiking-kayaking,Water Shoes Mens Women Barefoot Shoes Quick Dry Aqua Outdoor Sports for Swim Pool Beach Surf Walk Water Yoga River Lake Hiking Kayaking,Shoes,shoes,Title,Default Title
vifuur-water-sports-shoes-barefoot-quick-dry-aqua-yoga-socks-slip-on-for-men-women,VIFUUR Water Sports Shoes Barefoot Quick-Dry Aqua Yoga Socks Slip-on for Men Women,Shoes,shoes,Title,Default Title
clarks-women-s-breeze-sea-flip-flop,Clarks Women's Breeze Sea Flip-Flop,Shoes,shoes,Title,Default Title
everfoams-womens-fuzzy-open-toe-slippers-soft-comfy-memory-foam-indoor-house-shoes,EverFoams Womens Fuzzy Open-toe Slippers Soft Comfy Memory Foam Indoor House Shoes,Shoes,shoes,Title,Default Title
odoly-unisex-cork-footbed-slide-sandal-arch-support-summer-outdoor-sandals-with-adjustable-buckle-for-women-and-men,"ODOLY Unisex Cork Footbed Slide Sandal, Arch Support Summer Outdoor Sandals with Adjustable Buckle for Women and Men",Shoes,shoes,Title,Default Title
cushionaire-luna-sandals-for-women-cork-footbed-womens-sandals-for-summer-comfort-with-adjustable-straps-wide-width-available,"CUSHIONAIRE Luna Sandals for Women, Cork Footbed Womens Sandals for Summer Comfort with Adjustable Straps, Wide Width Available",Shoes,shoes,Title,Default Title
whitin-slippers-for-women-non-slip-cushioned-thick-sole-slides-quick-drying-bathroom-sandals,WHITIN Slippers for Women Non Slip | Cushioned Thick Sole Slides | Quick Drying Bathroom Sandals,Shoes,shoes,Title,Default Title
oofos-ooahh-recovery-slide-women-s-and-men-s,OOFOS OOahh Recovery Slide - Women’s and Men’s,Shoes,shoes,Title,Default Title
shevalues-slim-flip-flops-for-women-beach-rubber-shower-shoes-basic-thong-sandals,shevalues Slim Flip Flops for Women Beach Rubber Shower Shoes Basic Thong Sandals,Shoes,shoes,Title,Default Title
ubfen-water-shoes-for-men-women-quick-dry-swim-aqua-socks-lightweight-barefoot-style-fit-rubber-sole-hiking-fishing-kayaking-beach-pool-boating-diving-and-water-to-land-wear,"UBFEN Water Shoes for Men Women Quick Dry Swim Aqua Socks | Lightweight Barefoot-style Fit, Rubber Sole, Hiking, Fishing, Kayaking, Beach, Pool, Boating, Diving And Water-to-land Wear",Shoes,shoes,Title,Default Title
simari-water-shoes-for-women-men-barefoot-quick-dry-aqua-socks-lightweight-swim-shoes-for-surfing-swimming-beach-sports-kayaking-diving-non-slip-design,"SIMARI Water Shoes for Women Men - Barefoot Quick-Dry Aqua Socks | Lightweight Swim Shoes for Surfing, Swimming, Beach Sports, Kayaking, Diving | Non-Slip Design",Shoes,shoes,Title,Default Title
joomra-pillow-slippers-for-women-and-men-non-slip-quick-drying-shower-slides-bathroom-sandals-ultra-cushion-thick-sole,Joomra Pillow Slippers for Women and Men Non Slip Quick Drying Shower Slides Bathroom Sandals | Ultra Cushion | Thick Sole,Shoes,shoes,Title,Default Title
whitin-women-s-multi-purpose-feather-water-shoes-thick-sole,WHITIN Women's Multi-Purpose Feather Water Shoes + Thick Sole,Shoes,shoes,Title,Default Title
brooks-women-s-ghost-max-3-neutral-running-walking-shoe,Brooks Women’s Ghost Max 3 Neutral Running & Walking Shoe,Shoes,shoes,Title,Default Title
cushionaire-splash-jelly-flip-flops-for-women-with-flexible-sole-soft-footbed-summer-sandals-for-women,"CUSHIONAIRE Splash Jelly Flip Flops for Women With Flexible Sole, Soft Footbed Summer Sandals for Women",Shoes,shoes,Title,Default Title
goosecret-women-s-comfortable-arch-support-walking-platform-sandals-lightweight-chunky-slip-on-foam-slides-with-adjustable-buckle-sandals-for-beach-and-daily-wear,"Goosecret Women's Comfortable Arch Support Walking Platform Sandals | Lightweight Chunky Slip-On Foam Slides with Adjustable Buckle, Sandals for Beach and Daily Wear",Shoes,shoes,Title,Default Title
skechers-women-s-hands-free-slip-ins-go-walk-flex-grand-entry-sneaker,Skechers Women's Hands Free Slip-ins Go Walk Flex - Grand Entry Sneaker,Shoes,shoes,Title,Default Title
hisea-rollda-cowboy-boots-for-women-cowgirl-boots-comfortable-western-boots-with-pointed-toe-stitched-embroidery-for-country-concert-dancing-wedding-traveling-daily-outfits,"HISEA Rollda Cowboy Boots for Women, Cowgirl Boots, Comfortable Western Boots with Pointed Toe Stitched Embroidery for Country Concert Dancing Wedding Traveling Daily Outfits",Shoes,shoes,Title,Default Title
yalox-water-shoes-women-s-men-s-outdoor-beach-swimming-aqua-socks-quick-dry-barefoot-shoes-surfing-yoga-pool-exercise,YALOX Water Shoes Women's Men's Outdoor Beach Swimming Aqua Socks Quick-Dry Barefoot Shoes Surfing Yoga Pool Exercise,Shoes,shoes,Title,Default Title
kuailu-womens-flip-flops-ladies-yoga-mat-comfortable-walking-thong-sandals-with-plantar-fasciitis-arch-support-slip-on-indoor-outdoor-for-summer,KuaiLu Womens Flip Flops Ladies Yoga Mat Comfortable Walking Thong Sandals With Plantar Fasciitis Arch Support Slip On Indoor Outdoor For Summer,Shoes,shoes,Title,Default Title
cushionaire-feather-eva-slides-for-women-comfortable-slip-on-womens-slippers-indoor-outdoor-shower-shoes-beach-essential-cloud-slides,"CUSHIONAIRE Feather EVA Slides for Women – Comfortable Slip On Womens Slippers, Indoor Outdoor Shower Shoes, Beach Essential Cloud Slides",Shoes,shoes,Title,Default Title
new-balance-women-s-327-sneaker,New Balance Women's 327 Sneaker,Shoes,shoes,Title,Default Title
kuailu-womens-fashion-orthotic-slides-ladies-athletic-yoga-mat-memory-foam-walking-sandals-thick-cushion-recovery-summer-beach-slippers-comfortable-plantar-fasciitis-arch-support,KuaiLu Womens Fashion Orthotic Slides Ladies Athletic Yoga Mat Memory Foam Walking Sandals Thick Cushion Recovery Summer Beach Slippers Comfortable Plantar Fasciitis Arch Support,Shoes,shoes,Title,Default Title
new-balance-women-s-608-v5-casual-comfort-cross-trainer,New Balance Women's 608 V5 Casual Comfort Cross Trainer,Shoes,shoes,Title,Default Title
kidmi-unisex-summer-sandals-arch-support-cork-footbed-slide-sandals-with-double-adjustable-buckle-for-women-men,KIDMI Unisex Summer Sandals Arch Support Cork Footbed Slide Sandals with Double Adjustable Buckle for Women Men,Shoes,shoes,Title,Default Title
adidas-womens-vl-court-3-0,adidas Womens Vl Court 3.0,Shoes,shoes,Title,Default Title
brooks-women-s-ghost-17-neutral-running-shoe,Brooks Women’s Ghost 17 Neutral Running Shoe,Shoes,shoes,Title,Default Title
reef-women-s-cushion-breeze-flip-flops,REEF Women's Cushion Breeze Flip Flops,Shoes,shoes,Title,Default Title
reef-cushion-vista-hi-womens-platform-fashion-sandal-arch-support-ultra-soft-cushion-footbed,"Reef Cushion Vista Hi Womens Platform Fashion Sandal, Arch Support, Ultra Soft Cushion Footbed",Shoes,shoes,Title,Default Title
reef-womens-bliss-nights-flip-flop,REEF Womens Bliss Nights Flip Flop,Shoes,shoes,Title,Default Title
cushionaire-fame-pillow-recovery-sandals-for-women-adjustable-double-buckle-waterproof-eva-cloud-slides-for-women,"CUSHIONAIRE Fame Pillow Recovery Sandals for Women, Adjustable Double Buckle Waterproof EVA Cloud Slides for Women",Shoes,shoes,Title,Default Title
watelves-womens-barefoot-water-shoes-travel-house-slippers-for-indoor-and-outdoor-aqua-socks-for-beach-swim-surf-yoga-dancing-camping-must-haves,WateLves Womens Barefoot Water Shoes Travel House Slippers for Indoor and Outdoor Aqua Socks for Beach Swim Surf Yoga Dancing Camping Must Haves,Shoes,shoes,Title,Default Title
reef-cushion-vista-womens-sandal,REEF Cushion Vista Womens Sandal,Shoes,shoes,Title,Default Title
doussprt-women-s-water-shoes-quick-drying-sports-aqua-shoes,DOUSSPRT Women's Water Shoes Quick Drying Sports Aqua Shoes,Shoes,shoes,Title,Default Title
anluke-water-shoes-barefoot-aqua-yoga-socks-quick-dry-beach-swim-surf-shoes-for-women-men,ANLUKE Water Shoes Barefoot Aqua Yoga Socks Quick-Dry Beach Swim Surf Shoes for Women Men,Shoes,shoes,Title,Default Title
skechers-women-s-bobs-b-cute-sneaker-memory-foam-flexible-outsole-lightweight-vegan-shoes,"Skechers Women's Bobs B Cute Sneaker - Memory Foam, Flexible Outsole, Lightweight Vegan Shoes",Shoes,shoes,Title,Default Title
weweya-slides-for-women-and-men-bathroom-shower-shoes-non-slip-house-slippers-lightweight-beach-sandals,Weweya Slides for Women and Men - Bathroom Shower Shoes - Non Slip House Slippers - Lightweight Beach Sandals,Shoes,shoes,Title,Default Title
brooks-women-s-revel-8-neutral-running-walking-shoe,Brooks Women’s Revel 8 Neutral Running & Walking Shoe,Shoes,shoes,Title,Default Title
watelves-water-shoes-mens-womens-beach-swim-shoes-quick-dry-aqua-socks-pool-shoes-for-surf-yoga-water-aerobics,WateLves Water Shoes Mens Womens Beach Swim Shoes Quick-Dry Aqua Socks Pool Shoes for Surf Yoga Water Aerobics,Shoes,shoes,Title,Default Title
snug-leaves-women-s-fuzzy-scuff-slippers-soft-comfy-memory-foam-non-slip-indoor-house-shoes,Snug Leaves Women's Fuzzy Scuff Slippers Soft Comfy Memory Foam Non-slip Indoor House Shoes,Shoes,shoes,Title,Default Title
dr-scholl-s-shoes-women-s-time-off,Dr.Scholl's Shoes Women's Time Off,Shoes,shoes,Title,Default Title
coface-womens-fashion-orthotic-flip-flops-ladies-slip-on-lightweight-athletic-yoga-mat-cushion-thong-sandals-with-comfortable-plantar-fasciitis-arch-support,COFACE Womens Fashion Orthotic Flip Flops Ladies Slip On Lightweight Athletic Yoga Mat Cushion Thong Sandals With Comfortable Plantar Fasciitis Arch Support,Shoes,shoes,Title,Default Title
litfun-shower-shoes-for-women-non-slip-quick-dry-shower-slippers-lightweight-pool-sandals-with-drain-holes-for-college-dorm-beach-bathroom-gym,"Litfun Shower Shoes for Women Non-Slip Quick Dry Shower Slippers Lightweight Pool Sandals with Drain Holes for College Dorm, Beach, Bathroom & Gym",Shoes,shoes,Title,Default Title
vsufim-quick-dry-water-sports-barefoot-shoes-aqua-socks-for-swim-beach-pool-surf-yoga-for-women-men,Vsufim Quick-Dry Water Sports Barefoot Shoes Aqua Socks for Swim Beach Pool Surf Yoga for Women Men,Shoes,shoes,Title,Default Title
